season,league,matchday,date,kickoff,home,away,home_goals,away_goals,result,stadium
2023,J3,第３５節第１日,2023-11-11,17:03,琉球,鹿児島,2,0,H,タピスタ
2023,J3,第３５節第１日,2023-11-11,18:03,愛媛,今治,1,0,H,ニンスタ
2023,J2,第４２節第１日,2023-11-12,13:03,熊本,山口,3,1,H,えがおＳ
2023,J2,第４２節第１日,2023-11-12,13:03,金沢,岡山,1,1,D,石川西部
2023,J2,第４２節第１日,2023-11-12,13:03,藤枝,いわき,2,4,A,藤枝サ
2023,J2,第４２節第１日,2023-11-12,13:03,水戸,清水,1,1,D,Ｋｓスタ
2023,J2,第４２節第１日,2023-11-12,13:03,仙台,町田,1,3,A,ユアスタ
2023,J2,第４２節第１日,2023-11-12,13:03,大宮,東京Ｖ,0,2,A,ＮＡＣＫ
2023,J2,第４２節第１日,2023-11-12,13:03,大分,群馬,2,1,H,レゾド
2023,J2,第４２節第１日,2023-11-12,13:03,千葉,長崎,1,3,A,フクアリ
2023,J3,第３５節第２日,2023-11-12,13:03,宮崎,八戸,3,4,A,ユニスタ
2023,J2,第４２節第１日,2023-11-12,13:04,山形,甲府,2,1,H,ＮＤスタ
2023,J2,第４２節第１日,2023-11-12,13:04,栃木,磐田,1,2,A,カンセキ
2023,J3,第３５節第２日,2023-11-12,13:04,福島,松本,1,1,D,とうスタ
2023,J2,第４２節第１日,2023-11-12,13:05,秋田,徳島,1,1,D,ソユスタ
2023,J3,第３５節第２日,2023-11-12,13:05,鳥取,長野,2,3,A,Ａｘｉｓ
2023,J1,第３２節第２日,2023-11-12,14:03,川崎Ｆ,京都,3,3,D,等々力
2023,J1,第３２節第２日,2023-11-12,14:03,横浜FM,Ｃ大阪,2,0,H,日産ス
2023,J3,第３５節第２日,2023-11-12,14:03,相模原,FC大阪,5,0,H,ギオンス
2023,J3,第３５節第２日,2023-11-12,14:03,富山,奈良,0,2,A,富山
2023,J3,第３５節第２日,2023-11-12,14:03,岐阜,讃岐,1,0,H,長良川
2023,J1,第３２節第２日,2023-11-12,15:03,浦和,神戸,1,2,A,埼玉
2023,J3,第３６節第１日,2023-11-18,13:03,奈良,相模原,2,1,H,ロートＦ
2023,J3,第３６節第１日,2023-11-18,14:03,松本,YS横浜,0,2,A,サンアル
2023,J3,第３６節第１日,2023-11-18,19:03,FC大阪,宮崎,1,1,D,花園
2023,J3,第３６節第２日,2023-11-19,13:03,今治,鹿児島,2,1,H,里山Ｓ
2023,J3,第３６節第２日,2023-11-19,13:03,鳥取,琉球,3,2,H,Ａｘｉｓ
2023,J3,第３６節第２日,2023-11-19,13:04,福島,愛媛,4,1,H,とうスタ
2023,J3,第３６節第２日,2023-11-19,14:03,長野,北九州,2,2,D,長野Ｕ
2023,J3,第３６節第２日,2023-11-19,14:03,岩手,岐阜,2,1,H,いわスタ
2023,J3,第３６節第２日,2023-11-19,14:03,沼津,讃岐,1,2,A,愛鷹
2023,J3,第３６節第２日,2023-11-19,14:03,八戸,富山,1,0,H,プラスタ
2023,J1,第３３節第１日,2023-11-24,19:03,川崎Ｆ,鹿島,3,0,H,等々力
2023,J1,第３３節第１日,2023-11-24,19:03,横浜FM,新潟,0,0,D,日産ス
2023,J3,第３７節第１日,2023-11-25,13:03,今治,FC大阪,3,1,H,里山Ｓ
2023,J3,第３７節第１日,2023-11-25,13:03,琉球,岐阜,0,1,A,タピスタ
2023,J1,第３３節第２日,2023-11-25,14:03,広島,Ｇ大阪,3,0,H,Ｅスタ
2023,J1,第３３節第２日,2023-11-25,14:03,神戸,名古屋,2,1,H,ノエスタ
2023,J1,第３３節第２日,2023-11-25,14:03,FC東京,札幌,1,3,A,味スタ
2023,J1,第３３節第２日,2023-11-25,14:03,Ｃ大阪,京都,0,1,A,ヨドコウ
2023,J1,第３３節第２日,2023-11-25,14:04,横浜FC,湘南,0,1,A,ニッパツ
2023,J1,第３３節第２日,2023-11-25,14:04,浦和,福岡,2,3,A,埼玉
2023,J1,第３３節第２日,2023-11-25,14:04,柏,鳥栖,2,2,D,三協Ｆ柏
2023,J3,第３７節第２日,2023-11-26,13:00,愛媛,八戸,1,2,A,ニンスタ
2023,J3,第３７節第２日,2023-11-26,13:03,YS横浜,長野,1,1,D,ニッパツ
2023,J3,第３７節第２日,2023-11-26,13:03,宮崎,富山,0,6,A,ユニスタ
2023,J3,第３７節第２日,2023-11-26,13:03,奈良,鳥取,1,2,A,ロートＦ
2023,J3,第３７節第２日,2023-11-26,13:08,鹿児島,沼津,2,0,H,白波スタ
2023,J3,第３７節第２日,2023-11-26,14:03,相模原,岩手,0,0,D,ギオンス
2023,J3,第３７節第２日,2023-11-26,14:03,北九州,福島,1,2,A,ミクスタ
2023,J3,第３７節第２日,2023-11-26,14:04,讃岐,松本,0,0,D,ピカスタ
2023,J3,第３８節第１日,2023-12-02,14:03,松本,奈良,0,1,A,サンアル
2023,J3,第３８節第１日,2023-12-02,14:03,富山,YS横浜,2,1,H,富山
2023,J3,第３８節第１日,2023-12-02,14:03,岩手,讃岐,1,0,H,いわスタ
2023,J3,第３８節第１日,2023-12-02,14:03,鳥取,鹿児島,1,1,D,Ａｘｉｓ
2023,J3,第３８節第１日,2023-12-02,14:03,長野,宮崎,2,2,D,長野Ｕ
2023,J3,第３８節第１日,2023-12-02,14:03,八戸,相模原,0,0,D,プラスタ
2023,J3,第３８節第１日,2023-12-02,14:03,沼津,今治,2,3,A,愛鷹
2023,J3,第３８節第１日,2023-12-02,14:03,岐阜,北九州,0,1,A,長良川
2023,J3,第３８節第１日,2023-12-02,14:04,FC大阪,愛媛,1,2,A,万博
2023,J3,第３８節第１日,2023-12-02,14:05,福島,琉球,0,0,D,とうスタ
2023,J1,第３４節第１日,2023-12-03,14:03,湘南,FC東京,0,1,A,レモンＳ
2023,J1,第３４節第１日,2023-12-03,14:03,京都,横浜FM,3,1,H,サンガＳ
2023,J1,第３４節第１日,2023-12-03,14:03,新潟,Ｃ大阪,1,0,H,デンカＳ
2023,J1,第３４節第１日,2023-12-03,14:03,札幌,浦和,0,2,A,札幌ド
2023,J1,第３４節第１日,2023-12-03,14:03,鹿島,横浜FC,2,1,H,カシマ
2023,J1,第３４節第１日,2023-12-03,14:03,Ｇ大阪,神戸,0,1,A,パナスタ
2023,J1,第３４節第１日,2023-12-03,14:04,福岡,広島,0,1,A,ベススタ
2023,J1,第３４節第１日,2023-12-03,14:05,鳥栖,川崎Ｆ,0,1,A,駅スタ
2023,J1,第３４節第１日,2023-12-03,14:48,名古屋,柏,1,1,D,長良川
2024,J1,第１節第１日,2024-02-23,14:06,広島,浦和,2,0,H,Ｅピース
2024,J1,第１節第１日,2024-02-23,18:03,名古屋,鹿島,0,3,A,豊田ス
2024,J1,第１節第２日,2024-02-24,13:03,磐田,神戸,0,2,A,ヤマハ
2024,J2,第１節第１日,2024-02-24,14:03,藤枝,長崎,0,0,D,藤枝サ
2024,J2,第１節第１日,2024-02-24,14:03,水戸,いわき,1,0,H,Ｋｓスタ
2024,J2,第１節第１日,2024-02-24,14:03,横浜FC,山口,1,1,D,ニッパツ
2024,J3,第１節第１日,2024-02-24,14:03,奈良,琉球,1,2,A,ロートＦ
2024,J3,第１節第１日,2024-02-24,14:03,大宮,八戸,4,1,H,ＮＡＣＫ
2024,J1,第１節第２日,2024-02-24,14:04,福岡,札幌,0,0,D,ベススタ
2024,J3,第１節第１日,2024-02-24,14:04,北九州,相模原,0,1,A,ミクスタ
2024,J1,第１節第２日,2024-02-24,14:05,鳥栖,新潟,1,2,A,駅スタ
2024,J1,第１節第２日,2024-02-24,15:03,町田,Ｇ大阪,1,1,D,Ｇスタ
2024,J1,第１節第２日,2024-02-24,15:03,Ｃ大阪,FC東京,2,2,D,ヨドコウ
2024,J3,第１節第１日,2024-02-24,15:03,岐阜,福島,4,1,H,長良川
2024,J1,第１節第２日,2024-02-24,15:04,湘南,川崎Ｆ,1,2,A,レモンＳ
2024,J2,第１節第２日,2024-02-25,12:53,愛媛,秋田,1,0,H,ニンスタ
2024,J2,第１節第２日,2024-02-25,13:03,熊本,清水,1,2,A,えがおＳ
2024,J2,第１節第２日,2024-02-25,13:04,岡山,栃木,3,0,H,Ｃスタ
2024,J2,第１節第２日,2024-02-25,13:05,千葉,山形,2,3,A,フクアリ
2024,J3,第１節第２日,2024-02-25,13:05,今治,鳥取,1,0,H,里山Ｓ
2024,J1,第１節第３日,2024-02-25,14:03,柏,京都,1,1,D,三協Ｆ柏
2024,J2,第１節第２日,2024-02-25,14:03,群馬,鹿児島,1,1,D,正田スタ
2024,J2,第１節第２日,2024-02-25,14:03,徳島,甲府,1,5,A,鳴門大塚
2024,J3,第１節第２日,2024-02-25,14:03,宮崎,松本,1,2,A,いちご
2024,J3,第１節第２日,2024-02-25,14:03,沼津,金沢,3,0,H,愛鷹
2024,J3,第１節第２日,2024-02-25,14:03,YS横浜,富山,1,1,D,ニッパツ
2024,J3,第１節第２日,2024-02-25,14:03,讃岐,岩手,1,1,D,ピカスタ
2024,J1,第１節第３日,2024-02-25,14:04,東京Ｖ,横浜FM,1,2,A,国立
2024,J2,第１節第２日,2024-02-25,14:05,大分,仙台,1,1,D,レゾド
2024,J3,第１節第２日,2024-02-25,19:03,FC大阪,長野,2,1,H,花園
2024,J1,第２節第１日,2024-03-01,19:03,横浜FM,福岡,0,1,A,日産ス
2024,J1,第２節第１日,2024-03-01,19:04,川崎Ｆ,磐田,4,5,A,Ｕ等々力
2024,J1,第２節第２日,2024-03-02,13:03,神戸,柏,0,1,A,ノエスタ
2024,J2,第２節第１日,2024-03-02,13:03,長崎,仙台,1,2,A,トラスタ
2024,J1,第２節第２日,2024-03-02,14:03,名古屋,町田,0,1,A,豊田ス
2024,J1,第２節第２日,2024-03-02,14:03,京都,湘南,1,2,A,サンガＳ
2024,J2,第２節第１日,2024-03-02,14:03,千葉,藤枝,4,0,H,フクアリ
2024,J2,第２節第１日,2024-03-02,14:03,大分,横浜FC,0,0,D,レゾド
2024,J2,第２節第１日,2024-03-02,14:03,水戸,甲府,1,2,A,Ｋｓスタ
2024,J2,第２節第１日,2024-03-02,14:03,清水,愛媛,2,0,H,アイスタ
2024,J3,第２節第１日,2024-03-02,14:03,大宮,岐阜,1,0,H,ＮＡＣＫ
2024,J3,第２節第１日,2024-03-02,14:03,相模原,八戸,1,0,H,ギオンス
2024,J3,第２節第１日,2024-03-02,14:03,宮崎,福島,1,2,A,いちご
2024,J3,第２節第１日,2024-03-02,14:03,北九州,岩手,1,1,D,ミクスタ
2024,J3,第２節第１日,2024-03-02,14:03,沼津,鳥取,4,0,H,愛鷹
2024,J3,第２節第１日,2024-03-02,14:03,讃岐,富山,0,0,D,ピカスタ
2024,J1,第２節第２日,2024-03-02,14:04,鳥栖,札幌,4,0,H,駅スタ
2024,J1,第２節第２日,2024-03-02,15:03,鹿島,Ｃ大阪,1,1,D,カシマ
2024,J1,第２節第２日,2024-03-02,15:03,Ｇ大阪,新潟,1,0,H,パナスタ
2024,J1,第２節第２日,2024-03-02,15:04,FC東京,広島,1,1,D,味スタ
2024,J2,第２節第１日,2024-03-02,15:10,鹿児島,徳島,2,1,H,白波スタ
2024,J3,第２節第１日,2024-03-02,16:03,琉球,松本,2,2,D,タピスタ
2024,J2,第２節第２日,2024-03-03,13:02,山口,秋田,2,0,H,みらスタ
2024,J2,第２節第２日,2024-03-03,13:03,いわき,岡山,1,1,D,ハワスタ
2024,J2,第２節第２日,2024-03-03,13:03,熊本,群馬,1,1,D,えがおＳ
2024,J2,第２節第２日,2024-03-03,14:03,栃木,山形,1,3,A,カンセキ
2024,J3,第２節第２日,2024-03-03,14:03,奈良,長野,1,1,D,ロートＦ
2024,J3,第２節第２日,2024-03-03,14:03,YS横浜,FC大阪,0,2,A,ニッパツ
2024,J3,第２節第２日,2024-03-03,14:04,金沢,今治,1,3,A,ゴースタ
2024,J1,第２節第３日,2024-03-03,16:04,浦和,東京Ｖ,1,1,D,埼玉
2024,J1,第３節第１日,2024-03-09,14:03,町田,鹿島,1,0,H,Ｇスタ
2024,J1,第３節第１日,2024-03-09,14:03,磐田,柏,0,1,A,ヤマハ
2024,J2,第３節第１日,2024-03-09,14:03,いわき,鹿児島,3,1,H,ハワスタ
2024,J2,第３節第１日,2024-03-09,14:03,甲府,栃木,1,2,A,ＪＩＴス
2024,J2,第３節第１日,2024-03-09,14:03,横浜FC,山形,2,0,H,ニッパツ
2024,J2,第３節第１日,2024-03-09,14:03,徳島,秋田,1,2,A,鳴門大塚
2024,J3,第３節第１日,2024-03-09,14:03,長野,相模原,1,1,D,長野Ｕ
2024,J3,第３節第１日,2024-03-09,14:03,富山,奈良,1,1,D,富山
2024,J3,第３節第１日,2024-03-09,14:03,松本,YS横浜,1,1,D,サンアル
2024,J3,第３節第１日,2024-03-09,14:03,金沢,FC大阪,2,6,A,ゴースタ
2024,J1,第３節第１日,2024-03-09,14:05,新潟,名古屋,1,0,H,デンカＳ
2024,J1,第３節第１日,2024-03-09,15:03,広島,鳥栖,4,0,H,Ｅピース
2024,J1,第３節第１日,2024-03-09,15:03,福岡,湘南,1,1,D,ベススタ
2024,J1,第３節第１日,2024-03-09,16:03,Ｃ大阪,東京Ｖ,2,1,H,ヨドコウ
2024,J1,第３節第１日,2024-03-09,16:03,FC東京,神戸,1,2,A,味スタ
2024,J1,第３節第１日,2024-03-09,16:03,川崎Ｆ,京都,0,1,A,Ｕ等々力
2024,J3,第３節第２日,2024-03-10,13:03,今治,沼津,1,0,H,里山Ｓ
2024,J3,第３節第２日,2024-03-10,13:03,鳥取,宮崎,1,1,D,Ａｘｉｓ
2024,J2,第３節第２日,2024-03-10,13:04,仙台,水戸,1,0,H,ユアスタ
2024,J1,第３節第２日,2024-03-10,13:08,札幌,浦和,0,1,A,札幌ド
2024,J2,第３節第２日,2024-03-10,14:03,藤枝,大分,0,1,A,藤枝サ
2024,J2,第３節第２日,2024-03-10,14:03,長崎,清水,4,1,H,トラスタ
2024,J2,第３節第２日,2024-03-10,14:03,岡山,山口,1,0,H,Ｃスタ
2024,J2,第３節第２日,2024-03-10,15:03,愛媛,熊本,2,3,A,ニンスタ
2024,J3,第３節第２日,2024-03-10,15:04,岐阜,讃岐,4,3,H,長良川
2024,J2,第３節第２日,2024-03-10,17:04,群馬,千葉,1,3,A,正田スタ
2024,J1,第４節第１日,2024-03-16,13:03,福岡,FC東京,1,3,A,ベススタ
2024,J3,第４節第１日,2024-03-16,13:03,FC大阪,岐阜,0,0,D,花園
2024,J1,第４節第１日,2024-03-16,14:03,札幌,町田,1,2,A,札幌ド
2024,J2,第４節第１日,2024-03-16,14:03,清水,大分,2,0,H,アイスタ
2024,J2,第４節第１日,2024-03-16,14:03,藤枝,岡山,0,1,A,藤枝サ
2024,J2,第４節第１日,2024-03-16,14:03,栃木,横浜FC,1,0,H,カンセキ
2024,J2,第４節第１日,2024-03-16,14:03,水戸,徳島,1,2,A,Ｋｓスタ
2024,J2,第４節第１日,2024-03-16,14:03,山形,甲府,0,1,A,ＮＤスタ
2024,J2,第４節第１日,2024-03-16,14:03,群馬,愛媛,0,1,A,正田スタ
2024,J2,第４節第１日,2024-03-16,14:03,秋田,仙台,0,0,D,ソユスタ
2024,J3,第４節第１日,2024-03-16,14:03,大宮,奈良,2,0,H,ＮＡＣＫ
2024,J3,第４節第１日,2024-03-16,14:03,沼津,北九州,1,0,H,愛鷹
2024,J3,第４節第１日,2024-03-16,14:03,宮崎,金沢,0,2,A,いちご
2024,J3,第４節第１日,2024-03-16,14:03,讃岐,長野,1,1,D,ピカスタ
2024,J3,第４節第１日,2024-03-16,14:03,YS横浜,今治,0,2,A,ニッパツ
2024,J1,第４節第１日,2024-03-16,14:04,神戸,広島,0,0,D,ノエスタ
2024,J1,第４節第１日,2024-03-16,15:03,柏,名古屋,0,2,A,三協Ｆ柏
2024,J1,第４節第１日,2024-03-16,15:03,Ｇ大阪,磐田,2,1,H,パナスタ
2024,J2,第４節第１日,2024-03-16,15:03,鹿児島,千葉,4,2,H,白波スタ
2024,J1,第４節第１日,2024-03-16,15:05,鳥栖,Ｃ大阪,0,2,A,駅スタ
2024,J1,第４節第１日,2024-03-16,16:03,東京Ｖ,新潟,2,2,D,味スタ
2024,J2,第４節第２日,2024-03-17,13:03,熊本,いわき,0,6,A,えがおＳ
2024,J3,第４節第２日,2024-03-17,13:03,八戸,富山,2,0,H,プラスタ
2024,J2,第４節第２日,2024-03-17,13:18,山口,長崎,0,1,A,みらスタ
2024,J1,第４節第２日,2024-03-17,14:03,京都,横浜FM,2,3,A,サンガＳ
2024,J3,第４節第２日,2024-03-17,14:03,岩手,鳥取,1,3,A,いわスタ
2024,J3,第４節第２日,2024-03-17,14:03,福島,松本,1,0,H,とうスタ
2024,J3,第４節第２日,2024-03-17,14:03,相模原,琉球,0,0,D,ギオンス
2024,J1,第４節第２日,2024-03-17,15:03,湘南,浦和,4,4,D,レモンＳ
2024,J1,第４節第２日,2024-03-17,15:03,鹿島,川崎Ｆ,2,1,H,カシマ
2024,J3,第５節第１日,2024-03-20,13:03,今治,岐阜,0,2,A,里山Ｓ
2024,J3,第５節第１日,2024-03-20,13:03,鳥取,讃岐,1,1,D,Ａｘｉｓ
2024,J2,第５節第１日,2024-03-20,14:03,横浜FC,群馬,1,0,H,ニッパツ
2024,J2,第５節第１日,2024-03-20,14:03,大分,鹿児島,3,0,H,レゾド
2024,J2,第５節第１日,2024-03-20,14:03,秋田,栃木,3,0,H,ソユスタ
2024,J2,第５節第１日,2024-03-20,14:03,千葉,清水,1,3,A,フクアリ
2024,J2,第５節第１日,2024-03-20,14:03,仙台,熊本,0,0,D,ユアスタ
2024,J2,第５節第１日,2024-03-20,14:03,甲府,いわき,1,1,D,ＪＩＴス
2024,J2,第５節第１日,2024-03-20,14:03,山形,藤枝,0,1,A,ＮＤスタ
2024,J2,第５節第１日,2024-03-20,14:03,岡山,水戸,1,0,H,Ｃスタ
2024,J3,第５節第１日,2024-03-20,14:03,松本,岩手,1,0,H,サンアル
2024,J3,第５節第１日,2024-03-20,14:03,富山,金沢,1,0,H,富山
2024,J3,第５節第１日,2024-03-20,14:03,北九州,FC大阪,0,0,D,ミクスタ
2024,J3,第５節第１日,2024-03-20,14:03,奈良,八戸,1,0,H,ロートＦ
2024,J3,第５節第１日,2024-03-20,14:03,宮崎,沼津,1,1,D,いちご
2024,J3,第５節第１日,2024-03-20,14:03,長野,福島,2,1,H,長野Ｕ
2024,J2,第５節第１日,2024-03-20,15:03,愛媛,長崎,1,2,A,ニンスタ
2024,J3,第５節第１日,2024-03-20,15:03,琉球,YS横浜,2,1,H,タピスタ
2024,J2,第５節第１日,2024-03-20,15:54,徳島,山口,1,2,A,鳴門大塚
2024,J3,第５節第１日,2024-03-20,18:03,相模原,大宮,1,1,D,ギオンス
2024,J3,第６節第１日,2024-03-23,13:04,FC大阪,松本,0,0,D,花園
2024,J3,第６節第１日,2024-03-23,14:03,大宮,宮崎,3,1,H,ＮＡＣＫ
2024,J3,第６節第２日,2024-03-24,13:03,八戸,長野,1,1,D,プラスタ
2024,J3,第６節第２日,2024-03-24,13:03,今治,北九州,0,1,A,里山Ｓ
2024,J2,第６節第１日,2024-03-24,14:03,山口,愛媛,1,1,D,みらスタ
2024,J2,第６節第１日,2024-03-24,14:03,鹿児島,横浜FC,0,4,A,白波スタ
2024,J2,第６節第１日,2024-03-24,14:03,いわき,山形,0,0,D,ハワスタ
2024,J2,第６節第１日,2024-03-24,14:03,栃木,大分,2,1,H,カンセキ
2024,J2,第６節第１日,2024-03-24,14:03,藤枝,熊本,2,1,H,藤枝サ
2024,J2,第６節第１日,2024-03-24,14:03,長崎,甲府,1,1,D,トラスタ
2024,J2,第６節第１日,2024-03-24,14:03,水戸,千葉,0,0,D,Ｋｓスタ
2024,J2,第６節第１日,2024-03-24,14:03,清水,秋田,1,0,H,アイスタ
2024,J2,第６節第１日,2024-03-24,14:03,仙台,徳島,0,0,D,ユアスタ
2024,J3,第６節第２日,2024-03-24,14:03,沼津,琉球,2,1,H,愛鷹
2024,J3,第６節第２日,2024-03-24,14:03,福島,富山,0,0,D,とうスタ
2024,J3,第６節第２日,2024-03-24,14:03,YS横浜,鳥取,1,1,D,ニッパツ
2024,J3,第６節第２日,2024-03-24,14:03,讃岐,奈良,1,1,D,ピカスタ
2024,J3,第６節第２日,2024-03-24,14:04,金沢,相模原,1,0,H,ゴースタ
2024,J3,第６節第２日,2024-03-24,15:03,岐阜,岩手,3,1,H,長良川
2024,J2,第６節第１日,2024-03-24,17:03,群馬,岡山,1,2,A,正田スタ
2024,J1,第５節第１日,2024-03-29,19:03,東京Ｖ,京都,2,2,D,味スタ
2024,J1,第５節第２日,2024-03-30,13:03,広島,Ｇ大阪,1,1,D,Ｅピース
2024,J2,第７節第１日,2024-03-30,13:03,甲府,山口,0,2,A,ＪＩＴス
2024,J3,第７節第１日,2024-03-30,13:03,FC大阪,今治,0,0,D,花園
2024,J3,第７節第１日,2024-03-30,13:03,相模原,讃岐,2,1,H,ギオンス
2024,J1,第５節第２日,2024-03-30,14:03,新潟,柏,1,1,D,デンカＳ
2024,J1,第５節第２日,2024-03-30,14:03,神戸,札幌,6,1,H,ノエスタ
2024,J2,第７節第１日,2024-03-30,14:03,横浜FC,仙台,1,2,A,ニッパツ
2024,J2,第７節第１日,2024-03-30,14:03,大分,岡山,0,0,D,レゾド
2024,J2,第７節第１日,2024-03-30,14:03,秋田,いわき,1,0,H,ソユスタ
2024,J2,第７節第１日,2024-03-30,14:03,徳島,群馬,0,1,A,鳴門大塚
2024,J2,第７節第１日,2024-03-30,14:03,水戸,鹿児島,0,0,D,Ｋｓスタ
2024,J2,第７節第１日,2024-03-30,14:03,山形,清水,2,0,H,ＮＤスタ
2024,J3,第７節第１日,2024-03-30,14:03,長野,沼津,3,1,H,長野Ｕ
2024,J1,第５節第２日,2024-03-30,15:03,町田,鳥栖,3,1,H,Ｇスタ
2024,J1,第５節第２日,2024-03-30,15:03,鹿島,磐田,1,0,H,カシマ
2024,J1,第５節第２日,2024-03-30,15:03,浦和,福岡,2,1,H,埼玉
2024,J1,第５節第２日,2024-03-30,15:03,川崎Ｆ,FC東京,3,0,H,Ｕ等々力
2024,J2,第７節第１日,2024-03-30,15:03,熊本,千葉,1,0,H,えがおＳ
2024,J1,第５節第２日,2024-03-30,16:03,Ｃ大阪,湘南,2,0,H,ヨドコウ
2024,J1,第５節第２日,2024-03-30,16:03,名古屋,横浜FM,2,1,H,豊田ス
2024,J2,第７節第１日,2024-03-30,16:03,愛媛,藤枝,3,0,H,ニンスタ
2024,J3,第７節第１日,2024-03-30,16:03,琉球,富山,3,1,H,タピスタ
2024,J2,第７節第１日,2024-03-30,18:03,栃木,長崎,1,1,D,カンセキ
2024,J3,第７節第２日,2024-03-31,13:03,鳥取,八戸,0,0,D,ヤジン
2024,J3,第７節第２日,2024-03-31,14:03,岩手,宮崎,1,0,H,いわスタ
2024,J3,第７節第２日,2024-03-31,14:03,福島,YS横浜,0,1,A,とうスタ
2024,J3,第７節第２日,2024-03-31,14:03,松本,岐阜,1,2,A,サンアル
2024,J3,第７節第２日,2024-03-31,14:03,奈良,金沢,3,3,D,ロートＦ
2024,J3,第７節第２日,2024-03-31,14:03,北九州,大宮,1,1,D,ミクスタ
2024,J1,第６節第１日,2024-04-03,19:03,町田,広島,1,2,A,Ｇスタ
2024,J1,第６節第１日,2024-04-03,19:03,Ｇ大阪,京都,0,0,D,パナスタ
2024,J1,第６節第１日,2024-04-03,19:03,柏,Ｃ大阪,1,1,D,三協Ｆ柏
2024,J1,第６節第１日,2024-04-03,19:03,湘南,東京Ｖ,1,2,A,レモンＳ
2024,J1,第６節第１日,2024-04-03,19:03,磐田,新潟,2,0,H,ヤマハ
2024,J1,第６節第１日,2024-04-03,19:03,福岡,鹿島,1,0,H,ベススタ
2024,J1,第６節第１日,2024-04-03,19:03,横浜FM,川崎Ｆ,0,0,D,日産ス
2024,J2,第８節第１日,2024-04-03,19:03,山口,熊本,1,2,A,みらスタ
2024,J2,第８節第１日,2024-04-03,19:03,鹿児島,甲府,0,1,A,白波スタ
2024,J2,第８節第１日,2024-04-03,19:03,群馬,大分,0,2,A,正田スタ
2024,J2,第８節第１日,2024-04-03,19:03,清水,徳島,1,1,D,アイスタ
2024,J2,第８節第１日,2024-04-03,19:03,千葉,栃木,8,0,H,フクアリ
2024,J2,第８節第１日,2024-04-03,19:03,秋田,水戸,1,1,D,ソユスタ
2024,J2,第８節第１日,2024-04-03,19:03,いわき,藤枝,3,0,H,ハワスタ
2024,J2,第８節第１日,2024-04-03,19:03,長崎,山形,2,0,H,トラスタ
2024,J2,第８節第１日,2024-04-03,19:03,仙台,愛媛,1,2,A,ユアスタ
2024,J1,第６節第１日,2024-04-03,19:04,鳥栖,神戸,0,0,D,駅スタ
2024,J2,第８節第１日,2024-04-03,19:04,岡山,横浜FC,1,3,A,Ｃスタ
2024,J1,第６節第１日,2024-04-03,19:33,FC東京,浦和,2,1,H,国立
2024,J1,第６節第１日,2024-04-03,19:33,札幌,名古屋,1,2,A,札幌ド
2024,J3,第８節第１日,2024-04-06,13:03,今治,長野,3,3,D,里山Ｓ
2024,J3,第８節第１日,2024-04-06,13:03,鳥取,福島,1,0,H,ヤジン
2024,J1,第７節第１日,2024-04-06,14:03,札幌,Ｇ大阪,1,0,H,札幌ド
2024,J3,第８節第１日,2024-04-06,14:03,富山,北九州,1,0,H,富山
2024,J3,第８節第１日,2024-04-06,14:03,相模原,岐阜,1,1,D,ギオンス
2024,J3,第８節第１日,2024-04-06,14:03,大宮,FC大阪,1,0,H,ＮＡＣＫ
2024,J3,第８節第１日,2024-04-06,14:03,沼津,岩手,4,1,H,愛鷹
2024,J3,第８節第１日,2024-04-06,14:03,金沢,松本,6,1,H,ゴースタ
2024,J3,第８節第１日,2024-04-06,14:04,宮崎,奈良,2,1,H,いちご
2024,J1,第７節第２日,2024-04-07,13:03,東京Ｖ,柏,1,1,D,味スタ
2024,J2,第９節第１日,2024-04-07,13:03,熊本,長崎,3,4,A,えがおＳ
2024,J1,第７節第２日,2024-04-07,14:03,京都,磐田,0,3,A,サンガＳ
2024,J1,第７節第２日,2024-04-07,14:03,新潟,Ｃ大阪,0,1,A,デンカＳ
2024,J1,第７節第２日,2024-04-07,14:03,広島,湘南,2,0,H,Ｅピース
2024,J1,第７節第２日,2024-04-07,14:03,神戸,横浜FM,1,2,A,ノエスタ
2024,J2,第９節第１日,2024-04-07,14:03,甲府,清水,0,1,A,ＪＩＴス
2024,J2,第９節第１日,2024-04-07,14:03,横浜FC,いわき,2,2,D,ニッパツ
2024,J2,第９節第１日,2024-04-07,14:03,大分,秋田,1,3,A,レゾド
2024,J2,第９節第１日,2024-04-07,14:03,栃木,山口,0,0,D,カンセキ
2024,J2,第９節第１日,2024-04-07,14:03,藤枝,仙台,1,1,D,藤枝サ
2024,J2,第９節第１日,2024-04-07,14:03,山形,鹿児島,2,0,H,ＮＤスタ
2024,J2,第９節第１日,2024-04-07,14:03,群馬,水戸,0,0,D,正田スタ
2024,J3,第８節第２日,2024-04-07,14:03,讃岐,YS横浜,0,2,A,ピカスタ
2024,J3,第８節第２日,2024-04-07,14:03,八戸,琉球,1,1,D,プラスタ
2024,J2,第９節第１日,2024-04-07,14:04,徳島,千葉,0,1,A,鳴門大塚
2024,J1,第７節第２日,2024-04-07,15:03,浦和,鳥栖,3,0,H,埼玉
2024,J1,第７節第２日,2024-04-07,15:03,名古屋,福岡,0,0,D,豊田ス
2024,J1,第７節第２日,2024-04-07,15:03,川崎Ｆ,町田,0,1,A,Ｕ等々力
2024,J2,第９節第１日,2024-04-07,15:03,愛媛,岡山,2,2,D,ニンスタ
