season,league,matchday,date,kickoff,home,away,home_goals,away_goals,result,stadium
2021,J1,第１節第１日,2021-02-26,18:04,川崎Ｆ,横浜FM,2,0,H,等々力
2021,J1,第１節第２日,2021-02-27,14:00,浦和,FC東京,1,1,D,埼玉
2021,J1,第１節第２日,2021-02-27,14:00,札幌,横浜FC,5,1,H,札幌ド
2021,J1,第１節第２日,2021-02-27,14:03,大分,徳島,1,1,D,昭和電ド
2021,J1,第１節第２日,2021-02-27,14:03,広島,仙台,1,1,D,Ｅスタ
2021,J2,第１節第１日,2021-02-27,14:03,長崎,金沢,2,1,H,トラスタ
2021,J2,第１節第１日,2021-02-27,14:05,北九州,新潟,1,4,A,ミクスタ
2021,J1,第１節第２日,2021-02-27,15:03,鹿島,清水,1,3,A,カシマ
2021,J1,第１節第２日,2021-02-27,15:03,湘南,鳥栖,0,1,A,レモンＳ
2021,J1,第１節第２日,2021-02-27,16:03,Ｃ大阪,柏,2,0,H,ヤンマー
2021,J1,第１節第２日,2021-02-27,17:03,神戸,Ｇ大阪,1,0,H,ノエスタ
2021,J2,第１節第２日,2021-02-28,13:03,相模原,京都,0,2,A,ギオンス
2021,J1,第１節第３日,2021-02-28,13:05,福岡,名古屋,1,2,A,ベススタ
2021,J2,第１節第２日,2021-02-28,14:03,水戸,大宮,1,2,A,Ｋｓスタ
2021,J2,第１節第２日,2021-02-28,14:03,千葉,甲府,1,1,D,フクアリ
2021,J2,第１節第２日,2021-02-28,14:03,群馬,秋田,2,1,H,正田スタ
2021,J2,第１節第２日,2021-02-28,14:03,町田,山形,1,1,D,Ｇスタ
2021,J2,第１節第２日,2021-02-28,14:04,栃木,岡山,0,2,A,カンセキ
2021,J2,第１節第２日,2021-02-28,15:03,東京Ｖ,愛媛,3,0,H,味スタ
2021,J2,第１節第２日,2021-02-28,15:03,琉球,磐田,1,0,H,タピスタ
2021,J2,第１節第２日,2021-02-28,15:30,山口,松本,0,0,D,みらスタ
2021,J1,第１１節第１日,2021-03-03,18:03,川崎Ｆ,Ｃ大阪,3,2,H,等々力
2021,J2,第２節第１日,2021-03-06,13:33,新潟,長崎,1,0,H,デンカＳ
2021,J1,第２節第１日,2021-03-06,14:03,清水,福岡,2,2,D,アイスタ
2021,J1,第２節第１日,2021-03-06,14:03,FC東京,Ｃ大阪,3,2,H,味スタ
2021,J1,第２節第１日,2021-03-06,14:03,徳島,神戸,1,1,D,鳴門大塚
2021,J2,第２節第１日,2021-03-06,14:03,大宮,甲府,0,2,A,ＮＡＣＫ
2021,J2,第２節第１日,2021-03-06,14:03,北九州,水戸,1,2,A,ミクスタ
2021,J2,第２節第１日,2021-03-06,14:03,磐田,町田,1,3,A,ヤマハ
2021,J1,第２節第１日,2021-03-06,14:04,仙台,川崎Ｆ,1,5,A,ユアスタ
2021,J1,第２節第１日,2021-03-06,15:03,横浜FC,大分,1,2,A,ニッパツ
2021,J1,第２節第１日,2021-03-06,15:03,鳥栖,浦和,2,0,H,駅スタ
2021,J1,第２節第１日,2021-03-06,16:03,柏,湘南,2,1,H,三協Ｆ柏
2021,J1,第２節第１日,2021-03-06,16:03,名古屋,札幌,1,0,H,豊田ス
2021,J2,第２節第１日,2021-03-06,16:03,琉球,山口,2,1,H,タピスタ
2021,J1,第２節第２日,2021-03-07,13:03,横浜FM,広島,3,3,D,日産ス
2021,J2,第２節第２日,2021-03-07,13:03,相模原,群馬,0,0,D,ギオンス
2021,J2,第２節第２日,2021-03-07,14:03,岡山,金沢,0,1,A,Ｃスタ
2021,J2,第２節第２日,2021-03-07,14:03,京都,松本,0,0,D,サンガＳ
2021,J2,第２節第２日,2021-03-07,14:03,栃木,秋田,0,1,A,カンセキ
2021,J2,第２節第２日,2021-03-07,14:03,愛媛,千葉,1,1,D,ニンスタ
2021,J2,第２節第２日,2021-03-07,15:03,東京Ｖ,山形,0,2,A,味スタ
2021,J1,第３節第１日,2021-03-10,18:01,柏,名古屋,0,1,A,三協Ｆ柏
2021,J1,第３節第１日,2021-03-10,18:03,浦和,横浜FC,2,0,H,埼玉
2021,J1,第３節第１日,2021-03-10,18:03,FC東京,神戸,2,3,A,味スタ
2021,J1,第３節第１日,2021-03-10,18:03,福岡,横浜FM,1,3,A,ベススタ
2021,J1,第３節第１日,2021-03-10,19:03,広島,札幌,2,1,H,Ｅスタ
2021,J1,第３節第１日,2021-03-10,19:03,鹿島,湘南,3,1,H,カシマ
2021,J1,第３節第１日,2021-03-10,19:03,Ｃ大阪,清水,2,1,H,ヤンマー
2021,J1,第３節第１日,2021-03-10,19:03,川崎Ｆ,徳島,2,0,H,等々力
2021,J1,第３節第１日,2021-03-10,19:04,鳥栖,仙台,5,0,H,駅スタ
2021,J1,第４節第１日,2021-03-13,14:01,徳島,福岡,1,2,A,鳴門大塚
2021,J2,第３節第１日,2021-03-13,14:03,長崎,愛媛,1,1,D,トラスタ
2021,J2,第３節第１日,2021-03-13,14:03,山口,新潟,1,2,A,みらスタ
2021,J2,第３節第１日,2021-03-13,14:03,磐田,水戸,3,2,H,ヤマハ
2021,J1,第４節第１日,2021-03-13,16:00,横浜FC,Ｃ大阪,1,4,A,ニッパツ
2021,J1,第４節第１日,2021-03-13,16:03,鹿島,広島,1,1,D,カシマ
2021,J1,第４節第１日,2021-03-13,16:03,湘南,仙台,3,1,H,レモンＳ
2021,J1,第４節第１日,2021-03-13,17:33,川崎Ｆ,柏,1,0,H,等々力
2021,J1,第４節第１日,2021-03-13,18:03,神戸,名古屋,0,1,A,ノエスタ
2021,J1,第４節第２日,2021-03-14,13:03,横浜FM,浦和,3,0,H,日産ス
2021,J3,第１節第１日,2021-03-14,13:03,YS横浜,富山,0,1,A,ニッパツ
2021,J3,第１節第１日,2021-03-14,13:03,宮崎,岩手,0,1,A,ユニスタ
2021,J3,第１節第１日,2021-03-14,13:03,福島,藤枝,0,0,D,とうスタ
2021,J3,第１節第１日,2021-03-14,13:03,今治,熊本,0,1,A,夢スタ
2021,J1,第４節第２日,2021-03-14,14:03,清水,鳥栖,0,0,D,アイスタ
2021,J2,第３節第２日,2021-03-14,14:03,町田,東京Ｖ,2,2,D,Ｇスタ
2021,J2,第３節第２日,2021-03-14,14:03,松本,山形,1,1,D,サンアル
2021,J2,第３節第２日,2021-03-14,14:03,金沢,北九州,1,1,D,石川西部
2021,J2,第３節第２日,2021-03-14,14:03,群馬,琉球,0,2,A,正田スタ
2021,J2,第３節第２日,2021-03-14,14:03,千葉,秋田,0,2,A,フクアリ
2021,J2,第３節第２日,2021-03-14,14:03,岡山,相模原,0,0,D,Ｃスタ
2021,J2,第３節第２日,2021-03-14,14:03,甲府,栃木,2,1,H,ＪＩＴス
2021,J3,第１節第１日,2021-03-14,14:03,讃岐,長野,0,2,A,ピカスタ
2021,J3,第１節第１日,2021-03-14,14:03,鹿児島,鳥取,2,3,A,白波スタ
2021,J3,第１節第１日,2021-03-14,14:03,岐阜,八戸,0,0,D,長良川
2021,J1,第４節第２日,2021-03-14,15:03,大分,FC東京,1,1,D,昭和電ド
2021,J1,第５節第１日,2021-03-17,18:01,FC東京,湘南,3,2,H,味スタ
2021,J1,第５節第１日,2021-03-17,18:03,福岡,鹿島,1,0,H,ベススタ
2021,J1,第５節第１日,2021-03-17,18:04,浦和,札幌,0,0,D,埼玉
2021,J1,第５節第１日,2021-03-17,19:03,横浜FM,徳島,1,0,H,ニッパツ
2021,J1,第５節第１日,2021-03-17,19:03,名古屋,横浜FC,3,0,H,豊田ス
2021,J1,第５節第１日,2021-03-17,19:03,鳥栖,柏,2,0,H,駅スタ
2021,J1,第５節第１日,2021-03-17,19:03,Ｃ大阪,大分,1,0,H,ヤンマー
2021,J1,第５節第１日,2021-03-17,19:03,広島,清水,1,0,H,Ｅスタ
2021,J1,第５節第１日,2021-03-17,19:03,神戸,川崎Ｆ,1,1,D,ノエスタ
2021,J3,第２節第１日,2021-03-20,13:03,福島,YS横浜,2,1,H,とうスタ
2021,J3,第２節第１日,2021-03-20,13:03,沼津,今治,1,0,H,愛鷹
2021,J1,第６節第１日,2021-03-20,14:03,札幌,神戸,3,4,A,札幌ド
2021,J2,第４節第１日,2021-03-20,14:03,新潟,群馬,3,1,H,デンカＳ
2021,J3,第２節第１日,2021-03-20,14:03,熊本,鹿児島,2,2,D,えがおＳ
2021,J2,第４節第１日,2021-03-20,16:03,琉球,長崎,3,1,H,タピスタ
2021,J2,第４節第１日,2021-03-20,16:03,東京Ｖ,金沢,2,4,A,味スタ
2021,J1,第６節第２日,2021-03-21,13:03,FC東京,仙台,2,1,H,味スタ
2021,J3,第２節第２日,2021-03-21,13:03,藤枝,岐阜,1,3,A,藤枝サ
2021,J3,第２節第２日,2021-03-21,13:03,鳥取,岩手,1,1,D,Ａｘｉｓ
2021,J1,第６節第２日,2021-03-21,14:03,鳥栖,福岡,0,0,D,駅スタ
2021,J1,第６節第２日,2021-03-21,14:03,徳島,横浜FC,2,1,H,鳴門大塚
2021,J1,第６節第２日,2021-03-21,14:03,大分,広島,1,3,A,昭和電ド
2021,J2,第４節第２日,2021-03-21,14:03,京都,磐田,3,4,A,サンガＳ
2021,J2,第４節第２日,2021-03-21,14:03,山形,栃木,1,2,A,ＮＤスタ
2021,J2,第４節第２日,2021-03-21,14:03,松本,千葉,0,1,A,サンアル
2021,J2,第４節第２日,2021-03-21,14:03,愛媛,甲府,0,1,A,ニンスタ
2021,J2,第４節第２日,2021-03-21,14:03,北九州,秋田,1,1,D,ミクスタ
2021,J3,第２節第２日,2021-03-21,14:03,長野,宮崎,1,1,D,長野Ｕ
2021,J3,第２節第２日,2021-03-21,14:03,富山,八戸,2,1,H,富山
2021,J1,第６節第２日,2021-03-21,15:01,湘南,Ｃ大阪,0,0,D,レモンＳ
2021,J1,第６節第２日,2021-03-21,15:04,浦和,川崎Ｆ,0,5,A,埼玉
2021,J1,第６節第２日,2021-03-21,16:03,鹿島,名古屋,0,1,A,カシマ
2021,J1,第６節第２日,2021-03-21,16:03,柏,清水,1,2,A,三協Ｆ柏
2021,J2,第４節第２日,2021-03-21,16:03,水戸,町田,3,0,H,Ｋｓスタ
2021,J2,第４節第２日,2021-03-21,16:03,相模原,大宮,2,1,H,ギオンス
2021,J2,第４節第２日,2021-03-21,16:03,山口,岡山,0,0,D,みらスタ
2021,J2,第３節第３日,2021-03-24,19:03,大宮,京都,1,2,A,ＮＡＣＫ
2021,J2,第５節第１日,2021-03-27,14:03,千葉,琉球,1,2,A,フクアリ
2021,J2,第５節第１日,2021-03-27,14:03,磐田,山口,1,2,A,エコパ
2021,J2,第５節第１日,2021-03-27,14:03,大宮,長崎,4,0,H,ＮＡＣＫ
2021,J2,第５節第１日,2021-03-27,14:03,甲府,町田,0,1,A,ＪＩＴス
2021,J2,第５節第１日,2021-03-27,14:03,新潟,東京Ｖ,7,0,H,デンカＳ
2021,J2,第５節第２日,2021-03-28,13:03,秋田,京都,1,0,H,ソユスタ
2021,J3,第３節第１日,2021-03-28,13:03,YS横浜,熊本,0,0,D,ニッパツ
2021,J3,第３節第１日,2021-03-28,13:03,鹿児島,福島,2,0,H,白波スタ
2021,J3,第３節第１日,2021-03-28,13:03,今治,鳥取,2,0,H,夢スタ
2021,J3,第３節第１日,2021-03-28,13:03,八戸,沼津,1,0,H,プラスタ
2021,J3,第３節第１日,2021-03-28,13:03,岩手,長野,0,0,D,いわスタ
2021,J2,第５節第２日,2021-03-28,14:03,群馬,北九州,0,2,A,正田スタ
2021,J2,第５節第２日,2021-03-28,14:03,山形,岡山,0,1,A,ＮＤスタ
2021,J2,第５節第２日,2021-03-28,14:03,水戸,松本,3,0,H,Ｋｓスタ
2021,J2,第５節第２日,2021-03-28,14:03,金沢,相模原,2,1,H,石川西部
2021,J2,第５節第２日,2021-03-28,14:03,栃木,愛媛,2,1,H,カンセキ
2021,J3,第３節第１日,2021-03-28,14:03,宮崎,富山,2,1,H,ユニスタ
2021,J3,第３節第１日,2021-03-28,14:03,岐阜,讃岐,4,0,H,長良川
2021,J1,第７節第１日,2021-04-02,19:03,Ｃ大阪,鳥栖,1,0,H,ヤンマー
2021,J1,第７節第２日,2021-04-03,13:03,横浜FM,湘南,1,1,D,日産ス
2021,J3,第４節第１日,2021-04-03,13:03,岩手,今治,3,2,H,いわスタ
2021,J1,第７節第２日,2021-04-03,14:03,広島,Ｇ大阪,0,0,D,Ｅスタ
2021,J1,第７節第２日,2021-04-03,14:03,名古屋,FC東京,0,0,D,豊田ス
2021,J1,第７節第２日,2021-04-03,14:03,仙台,神戸,0,2,A,ユアスタ
2021,J1,第７節第２日,2021-04-03,14:03,福岡,札幌,1,2,A,ベススタ
2021,J2,第６節第１日,2021-04-03,14:03,長崎,甲府,2,1,H,トラスタ
2021,J2,第６節第１日,2021-04-03,14:03,北九州,山形,0,0,D,ミクスタ
2021,J1,第７節第２日,2021-04-03,15:04,浦和,鹿島,2,1,H,埼玉
2021,J1,第７節第２日,2021-04-03,17:03,横浜FC,柏,1,1,D,ニッパツ
2021,J2,第６節第１日,2021-04-03,17:03,琉球,大宮,0,0,D,タピスタ
2021,J1,第７節第２日,2021-04-03,19:01,川崎Ｆ,大分,2,0,H,等々力
2021,J2,第６節第２日,2021-04-04,13:03,相模原,新潟,2,2,D,ギオンス
2021,J2,第６節第２日,2021-04-04,13:03,岡山,磐田,0,1,A,Ｃスタ
2021,J3,第４節第２日,2021-04-04,13:03,沼津,YS横浜,1,0,H,愛鷹
2021,J1,第７節第３日,2021-04-04,14:03,清水,徳島,0,3,A,アイスタ
2021,J2,第６節第２日,2021-04-04,14:03,京都,千葉,2,1,H,サンガＳ
2021,J2,第６節第２日,2021-04-04,14:03,松本,秋田,3,1,H,サンアル
2021,J2,第６節第２日,2021-04-04,14:03,山口,栃木,0,1,A,みらスタ
2021,J2,第６節第２日,2021-04-04,14:03,愛媛,群馬,1,2,A,ニンスタ
2021,J2,第６節第２日,2021-04-04,14:03,町田,金沢,0,1,A,Ｇスタ
2021,J3,第４節第２日,2021-04-04,14:03,長野,八戸,1,1,D,長野Ｕ
2021,J3,第４節第２日,2021-04-04,14:03,讃岐,藤枝,0,1,A,ピカスタ
2021,J3,第４節第２日,2021-04-04,14:03,富山,福島,2,2,D,富山
2021,J3,第４節第２日,2021-04-04,14:03,熊本,宮崎,1,2,A,えがおＳ
2021,J2,第６節第２日,2021-04-04,15:03,東京Ｖ,水戸,2,1,H,味スタ
2021,J1,第８節第１日,2021-04-06,19:03,横浜FM,Ｃ大阪,1,0,H,日産ス
2021,J1,第８節第２日,2021-04-07,19:01,鹿島,柏,2,1,H,カシマ
2021,J1,第８節第２日,2021-04-07,19:02,清水,浦和,0,2,A,アイスタ
2021,J1,第８節第２日,2021-04-07,19:03,川崎Ｆ,鳥栖,1,0,H,等々力
2021,J1,第８節第２日,2021-04-07,19:03,横浜FC,広島,0,3,A,ニッパツ
2021,J1,第８節第２日,2021-04-07,19:03,湘南,名古屋,0,0,D,レモンＳ
2021,J1,第８節第２日,2021-04-07,19:03,Ｇ大阪,福岡,0,0,D,パナスタ
2021,J1,第８節第２日,2021-04-07,19:03,神戸,大分,1,0,H,ノエスタ
2021,J1,第８節第２日,2021-04-07,19:03,徳島,仙台,1,0,H,鳴門大塚
2021,J1,第８節第２日,2021-04-07,19:03,FC東京,札幌,2,1,H,味スタ
2021,J2,第７節第１日,2021-04-10,13:03,秋田,大宮,0,0,D,ソユスタ
2021,J3,第５節第１日,2021-04-10,13:03,藤枝,長野,1,1,D,藤枝サ
2021,J1,第９節第１日,2021-04-10,14:03,広島,湘南,0,1,A,Ｅスタ
2021,J2,第７節第１日,2021-04-10,14:03,群馬,長崎,1,2,A,正田スタ
2021,J2,第７節第１日,2021-04-10,14:03,甲府,北九州,1,1,D,ＪＩＴス
2021,J2,第７節第１日,2021-04-10,14:03,磐田,松本,4,1,H,ヤマハ
2021,J1,第９節第１日,2021-04-10,15:03,Ｃ大阪,福岡,2,2,D,ヤンマー
2021,J2,第７節第１日,2021-04-10,16:03,東京Ｖ,山口,3,1,H,味スタ
2021,J3,第５節第２日,2021-04-11,13:03,八戸,岩手,0,3,A,プラスタ
2021,J3,第５節第２日,2021-04-11,13:03,福島,熊本,1,2,A,とうスタ
2021,J3,第５節第２日,2021-04-11,13:03,YS横浜,鹿児島,0,0,D,ニッパツ
2021,J1,第９節第２日,2021-04-11,13:08,札幌,鹿島,2,2,D,札幌ド
2021,J1,第９節第２日,2021-04-11,14:03,FC東京,川崎Ｆ,2,4,A,味スタ
2021,J2,第７節第２日,2021-04-11,14:03,栃木,相模原,0,0,D,栃木グ
2021,J2,第７節第２日,2021-04-11,14:03,金沢,千葉,0,1,A,石川西部
2021,J2,第７節第２日,2021-04-11,14:03,山形,新潟,0,2,A,ＮＤスタ
2021,J2,第７節第２日,2021-04-11,14:03,町田,京都,0,1,A,Ｇスタ
2021,J2,第７節第２日,2021-04-11,14:03,水戸,琉球,0,2,A,Ｋｓスタ
2021,J3,第５節第２日,2021-04-11,14:03,讃岐,富山,2,3,A,ピカスタ
2021,J3,第５節第２日,2021-04-11,14:03,宮崎,鳥取,2,1,H,ユニスタ
2021,J1,第９節第２日,2021-04-11,14:04,仙台,横浜FM,0,0,D,ユアスタ
2021,J1,第９節第２日,2021-04-11,15:03,大分,名古屋,0,3,A,昭和電ド
2021,J1,第９節第２日,2021-04-11,15:03,鳥栖,横浜FC,3,0,H,駅スタ
2021,J1,第９節第２日,2021-04-11,16:01,浦和,徳島,1,0,H,埼玉
2021,J2,第７節第２日,2021-04-11,16:03,愛媛,岡山,2,2,D,ニンスタ
2021,J1,第９節第２日,2021-04-11,17:03,柏,Ｇ大阪,1,0,H,三協Ｆ柏
2021,J1,第９節第２日,2021-04-11,17:03,神戸,清水,1,1,D,ノエスタ
2021,J1,第１８節第１日,2021-04-14,18:03,Ｃ大阪,徳島,1,2,A,ヤンマー
2021,J1,第１８節第１日,2021-04-14,19:03,鳥栖,Ｇ大阪,0,1,A,駅スタ
2021,J1,第１９節第１日,2021-04-14,19:03,川崎Ｆ,福岡,3,1,H,等々力
2021,J1,第１９節第１日,2021-04-14,19:33,名古屋,広島,1,0,H,豊田ス
2021,J1,第１０節第１日,2021-04-16,19:03,札幌,横浜FM,1,3,A,札幌ド
2021,J2,第８節第１日,2021-04-17,13:03,秋田,山形,0,0,D,ソユスタ
2021,J1,第１０節第２日,2021-04-17,14:01,大分,柏,0,1,A,昭和電ド
2021,J1,第１０節第２日,2021-04-17,14:03,徳島,鹿島,0,1,A,鳴門大塚
2021,J1,第１０節第２日,2021-04-17,14:03,横浜FC,仙台,2,2,D,ニッパツ
2021,J1,第１０節第２日,2021-04-17,14:03,福岡,FC東京,1,0,H,ベススタ
2021,J2,第８節第１日,2021-04-17,14:03,京都,北九州,6,1,H,サンガＳ
2021,J2,第８節第１日,2021-04-17,14:03,新潟,金沢,1,0,H,デンカＳ
2021,J2,第８節第１日,2021-04-17,14:03,山口,群馬,1,0,H,みらスタ
2021,J2,第８節第１日,2021-04-17,14:03,長崎,町田,0,3,A,トラスタ
2021,J2,第８節第１日,2021-04-17,14:03,大宮,愛媛,0,1,A,ＮＡＣＫ
2021,J2,第８節第１日,2021-04-17,14:03,千葉,栃木,0,0,D,フクアリ
2021,J2,第８節第１日,2021-04-17,14:03,松本,甲府,3,3,D,サンアル
2021,J1,第１０節第２日,2021-04-17,15:03,湘南,神戸,0,0,D,レモンＳ
2021,J2,第８節第１日,2021-04-17,16:03,岡山,水戸,1,2,A,Ｃスタ
2021,J2,第８節第１日,2021-04-17,17:03,琉球,東京Ｖ,2,0,H,タピスタ
2021,J2,第８節第２日,2021-04-18,13:03,相模原,磐田,1,2,A,ギオンス
2021,J1,第１０節第３日,2021-04-18,14:03,川崎Ｆ,広島,1,1,D,等々力
2021,J1,第１０節第３日,2021-04-18,15:03,Ｃ大阪,浦和,1,0,H,ヤンマー
2021,J1,第１０節第３日,2021-04-18,15:03,名古屋,鳥栖,1,2,A,豊田ス
2021,J1,第１０節第３日,2021-04-18,17:03,Ｇ大阪,清水,0,0,D,パナスタ
2021,J2,第９節第１日,2021-04-21,18:03,東京Ｖ,京都,0,2,A,味フィ西
2021,J2,第９節第１日,2021-04-21,19:03,栃木,新潟,2,2,D,カンセキ
2021,J2,第９節第１日,2021-04-21,19:03,水戸,千葉,0,1,A,Ｋｓスタ
2021,J2,第９節第１日,2021-04-21,19:03,金沢,秋田,2,1,H,石川西部
2021,J2,第９節第１日,2021-04-21,19:03,磐田,大宮,3,2,H,ヤマハ
2021,J2,第９節第１日,2021-04-21,19:03,北九州,山口,0,0,D,ミクスタ
2021,J2,第９節第１日,2021-04-21,19:03,群馬,岡山,1,0,H,正田スタ
2021,J2,第９節第１日,2021-04-21,19:03,甲府,相模原,2,0,H,ＪＩＴス
2021,J2,第９節第１日,2021-04-21,19:03,愛媛,松本,3,1,H,ニンスタ
2021,J2,第９節第１日,2021-04-21,19:03,山形,長崎,1,3,A,ＮＤスタ
2021,J2,第９節第１日,2021-04-21,19:03,町田,琉球,3,0,H,Ｇスタ
2021,J3,第４節第３日,2021-04-21,19:03,鳥取,岐阜,0,1,A,Ａｘｉｓ
2021,J1,第１１節第２日,2021-04-22,19:33,名古屋,Ｇ大阪,2,0,H,豊田ス
2021,J1,第１１節第３日,2021-04-24,13:03,札幌,仙台,2,1,H,札幌厚別
2021,J1,第１１節第３日,2021-04-24,14:01,横浜FM,横浜FC,5,0,H,日産ス
2021,J1,第１１節第３日,2021-04-24,14:03,FC東京,鳥栖,1,2,A,味スタ
2021,J1,第１１節第３日,2021-04-24,14:03,広島,福岡,1,2,A,Ｅスタ
2021,J2,第１０節第１日,2021-04-24,14:03,愛媛,新潟,0,2,A,ニンスタ
2021,J1,第１１節第３日,2021-04-24,16:03,柏,徳島,5,1,H,三協Ｆ柏
2021,J1,第１１節第３日,2021-04-24,17:03,鹿島,神戸,1,1,D,カシマ
2021,J2,第１０節第２日,2021-04-25,13:03,秋田,水戸,1,0,H,ソユスタ
2021,J3,第６節第１日,2021-04-25,13:03,今治,YS横浜,1,1,D,夢スタ
2021,J3,第６節第１日,2021-04-25,13:03,鳥取,讃岐,1,0,H,Ａｘｉｓ
2021,J3,第６節第１日,2021-04-25,13:03,沼津,藤枝,1,1,D,愛鷹
2021,J3,第６節第１日,2021-04-25,13:05,鹿児島,宮崎,1,0,H,白波スタ
2021,J1,第１１節第４日,2021-04-25,14:03,清水,湘南,1,1,D,アイスタ
2021,J2,第１０節第２日,2021-04-25,14:03,金沢,栃木,1,1,D,石川西部
2021,J2,第１０節第２日,2021-04-25,14:03,山形,磐田,1,0,H,ＮＤスタ
2021,J2,第１０節第２日,2021-04-25,14:03,長崎,東京Ｖ,1,1,D,トラスタ
2021,J2,第１０節第２日,2021-04-25,14:03,岡山,北九州,1,0,H,Ｃスタ
2021,J2,第１０節第２日,2021-04-25,14:03,松本,群馬,1,0,H,サンアル
2021,J2,第１０節第２日,2021-04-25,14:03,山口,京都,0,2,A,みらスタ
2021,J2,第１０節第２日,2021-04-25,14:03,大宮,町田,0,1,A,ＮＡＣＫ
2021,J2,第１０節第２日,2021-04-25,14:03,千葉,相模原,0,1,A,フクアリ
2021,J3,第６節第１日,2021-04-25,14:03,富山,岐阜,1,0,H,富山
2021,J3,第６節第１日,2021-04-25,14:03,熊本,八戸,2,2,D,えがおＳ
2021,J1,第１１節第４日,2021-04-25,16:03,浦和,大分,3,2,H,埼玉
2021,J2,第１０節第２日,2021-04-25,17:03,琉球,甲府,1,0,H,タピスタ
2021,J1,第２２節第１日,2021-04-29,15:03,名古屋,川崎Ｆ,0,4,A,豊田ス
2021,J2,第１１節第１日,2021-05-01,13:03,秋田,岡山,0,1,A,ソユスタ
2021,J3,第７節第１日,2021-05-01,13:03,藤枝,富山,1,1,D,藤枝サ
2021,J1,第１２節第１日,2021-05-01,14:01,福岡,浦和,2,0,H,ベススタ
2021,J1,第１２節第１日,2021-05-01,14:03,仙台,柏,1,0,H,ユアスタ
2021,J1,第１２節第１日,2021-05-01,14:03,FC東京,横浜FM,0,3,A,味スタ
2021,J2,第１１節第１日,2021-05-01,14:03,京都,愛媛,3,2,H,サンガＳ
2021,J2,第１１節第１日,2021-05-01,14:03,群馬,山形,1,2,A,正田スタ
2021,J2,第１１節第１日,2021-05-01,14:03,甲府,金沢,2,0,H,ＪＩＴス
2021,J2,第１１節第１日,2021-05-01,14:03,新潟,千葉,2,0,H,デンカＳ
2021,J2,第１１節第１日,2021-05-01,14:03,磐田,栃木,3,2,H,ヤマハ
2021,J2,第１１節第１日,2021-05-01,14:03,北九州,松本,1,2,A,ミクスタ
2021,J1,第１２節第１日,2021-05-01,15:03,神戸,広島,3,0,H,ノエスタ
2021,J2,第１１節第１日,2021-05-01,15:03,相模原,琉球,1,5,A,ギオンス
2021,J3,第７節第１日,2021-05-01,15:04,讃岐,沼津,1,0,H,ピカスタ
2021,J1,第１２節第１日,2021-05-01,16:03,鳥栖,徳島,2,0,H,駅スタ
2021,J1,第１２節第１日,2021-05-01,17:33,横浜FC,鹿島,0,3,A,ニッパツ
2021,J3,第７節第２日,2021-05-02,13:03,宮崎,今治,2,1,H,ユニスタ
2021,J3,第７節第２日,2021-05-02,13:03,岩手,鹿児島,2,1,H,いわスタ
2021,J3,第７節第２日,2021-05-02,13:03,八戸,鳥取,2,0,H,プラスタ
2021,J1,第１２節第２日,2021-05-02,14:03,大分,清水,1,0,H,昭和電ド
2021,J2,第１１節第２日,2021-05-02,14:03,水戸,長崎,1,0,H,Ｋｓスタ
2021,J1,第１２節第２日,2021-05-02,15:03,Ｃ大阪,Ｇ大阪,1,1,D,ヤンマー
2021,J1,第１２節第２日,2021-05-02,15:03,湘南,札幌,0,0,D,レモンＳ
2021,J2,第１１節第２日,2021-05-02,15:03,町田,山口,0,2,A,Ｇスタ
2021,J2,第１１節第２日,2021-05-02,15:03,東京Ｖ,大宮,1,1,D,味スタ
2021,J3,第７節第２日,2021-05-02,17:03,長野,福島,0,1,A,長野Ｕ
2021,J3,第７節第２日,2021-05-02,19:03,岐阜,熊本,0,1,A,長良川
2021,J1,第１２節第３日,2021-05-04,15:03,川崎Ｆ,名古屋,3,2,H,等々力
2021,J2,第１２節第１日,2021-05-05,14:03,山形,甲府,2,2,D,ＮＤスタ
2021,J2,第１２節第１日,2021-05-05,14:03,大宮,新潟,2,3,A,ＮＡＣＫ
2021,J2,第１２節第１日,2021-05-05,14:03,長崎,秋田,1,2,A,トラスタ
2021,J2,第１２節第１日,2021-05-05,14:03,岡山,町田,1,2,A,Ｃスタ
2021,J2,第１２節第１日,2021-05-05,14:03,金沢,水戸,2,3,A,石川西部
2021,J2,第１２節第１日,2021-05-05,14:03,愛媛,磐田,0,0,D,ニンスタ
2021,J2,第１２節第１日,2021-05-05,14:03,山口,千葉,0,1,A,みらスタ
2021,J2,第１２節第１日,2021-05-05,15:03,東京Ｖ,群馬,3,1,H,味スタ
2021,J2,第１２節第１日,2021-05-05,15:05,松本,相模原,2,1,H,サンアル
2021,J2,第１２節第１日,2021-05-05,16:03,栃木,北九州,1,2,A,カンセキ
2021,J3,第５節第３日,2021-05-05,16:03,岐阜,沼津,3,1,H,長良川
2021,J2,第１２節第１日,2021-05-05,18:03,琉球,京都,0,0,D,タピスタ
2021,J1,第１３節第１日,2021-05-08,14:03,鳥栖,広島,0,0,D,駅スタ
2021,J1,第１３節第１日,2021-05-08,15:03,名古屋,Ｃ大阪,1,0,H,豊田ス
2021,J1,第１３節第１日,2021-05-08,18:03,Ｇ大阪,川崎Ｆ,0,2,A,パナスタ
2021,J2,第１３節第１日,2021-05-08,18:03,愛媛,琉球,1,1,D,ニンスタ
2021,J1,第１３節第２日,2021-05-09,13:03,横浜FM,神戸,2,0,H,日産ス
